SAMPLE					!Title
298.15	0.10	0.00089  	        !Temperature (K), micelle volume fraction and solvent viscosity (Pa.s)
Y	Y				!Data format (w,G',G"), include only mechanical data?
N	N	N			!Create detailed output file for Gf(t), G(w), G(w)+Rouse?
N    	70			        !Fit persistence length (lp), and its initial guess or fixed value?
11.06   1.5	4		        !Zero shear viscosity (Pa.s), initial guess for micelle length (L) in micron, and diameter (d) in nm
5000	20				!Size of micelle ensemble, number of iterations						
0.1986	0.03991	2.385
0.25	0.06253	2.984
0.3147	0.09525	3.732
0.3962	0.1524	4.677
0.4988	0.2332	5.872
0.628	0.3779	7.364
0.7906	0.5684	9.243
0.9953	0.8915	11.58
1.253	1.439	14.54
1.577	2.22	18.12
1.986	3.469	22.59
2.5	5.428	27.96
3.147	8.405	34.52
3.962	12.75	42.1
4.988	19.13	50.24
6.28	27.89	58.77
7.906	39.27	66.54
9.953	53.28	73.07
10.57	56.55	73.97
11.59	62.55	75.52
12.53	68.73	76.1
12.71	69.27	76.67
13.93	75.23	77.18
15.28	81.68	77.52
15.77	83.94	77.48
16.75	88.1	77.4
18.37	93.71	76.79
19.86	99.41	75.86
20.14	99.85	75.59
22.08	104.9	74.21
24.21	110.8	73.03
25	113.2	72.48
26.55	115.4	71.34
29.11	120.7	69.47
31.92	124.6	67.76
35	128.4	65.67
38.38	132.9	64.16
42.08	136.5	62.62
46.14	139.3	60.59
50.59	141.9	58.45
55.47	145.5	57.5
60.82	148.7	56.13
66.69	151.3	54.55
73.13	153.2	53.18
80.18	156	52.43
87.92	158.3	51.15
96.4	160.6	50.98
105.7	163	50.1
115.9	165.1	49.42
127.1	167.4	48.98
139.3	169	48.51
152.8	170.8	48.17
167.5	172.3	48.11
183.7	173.5	47.62
201.4	174.9	48.37
220.8	175.5	48.56
242.1	177.9	48.74
